"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.775110125E0,-3.155394378E0,-1.634063003E1,-5.648726070E0,1.757500526E1
9.785062125E0,-2.438380436E0,-1.639369351E1,-5.204488539E0,1.737197706E1
9.795013125E0,-2.123715157E0,-1.667616081E1,-4.592820080E0,1.742694757E1
9.804964125E0,-2.411061660E0,-1.691895825E1,-3.865134677E0,1.752151913E1
9.814915125E0,-2.922439845E0,-1.690743807E1,-3.131025522E0,1.744148610E1
9.824866125E0,-2.862065297E0,-1.692365941E1,-2.583824955E0,1.735735628E1
9.834817125E0,-1.980061932E0,-1.708730310E1,-2.589124871E0,1.739540572E1
9.844768125E0,-3.403599912E-1,-1.714607346E1,-3.125335597E0,1.743190760E1
9.854719125E0,2.010672691E0,-1.703981669E1,-3.732130401E0,1.755924129E1
9.864671125E0,4.197541285E0,-1.686055158E1,-4.090022099E0,1.785009337E1
9.874622125E0,5.472041924E0,-1.643992394E1,-4.096733533E0,1.780442551E1
9.884573125E0,6.497959299E0,-1.510428189E1,-3.633535820E0,1.683939990E1
9.894524125E0,8.802628824E0,-1.265243561E1,-2.621471668E0,1.563465749E1
9.904475125E0,1.278425524E1,-9.615067279E0,-1.179087528E0,1.603985499E1
9.914426125E0,1.858087376E1,-5.737620120E0,9.423641717E-1,1.946939148E1
9.924377125E0,2.490727926E1,-1.660345536E0,3.880724523E0,2.526240944E1
9.934329125E0,2.944557464E1,2.135798428E0,6.854682723E0,3.030825261E1
9.944280125E0,3.046094364E1,5.497908837E0,9.194710361E0,3.228991774E1
9.954231125E0,2.800599951E1,8.147138407E0,1.014959576E1,3.088245726E1
9.964182125E0,2.331779555E1,9.967004757E0,9.189860095E0,2.697247304E1
9.974133125E0,1.897924691E1,1.146000473E1,7.581573490E0,2.343125644E1
9.984084125E0,1.627506169E1,1.247551874E1,7.135887603E0,2.171260217E1
9.994035125E0,1.483176071E1,1.304418386E1,7.538107628E0,2.114130849E1
1.000398612E1,1.308469103E1,1.345544543E1,7.237583547E0,2.011568459E1
1.001393713E1,1.031578415E1,1.379539787E1,5.819150771E0,1.818215941E1
1.002388913E1,7.489141874E0,1.401054617E1,4.036668595E0,1.639138015E1
1.003384013E1,4.932836255E0,1.405417575E1,2.400883119E0,1.508698013E1
1.004379113E1,2.581537524E0,1.403344620E1,1.154839709E0,1.431557205E1
1.005374213E1,6.724812555E-1,1.386173453E1,4.424769348E-1,1.388508916E1
1.006369313E1,-9.843360704E-1,1.350443106E1,2.112926277E-1,1.354190608E1
1.007364413E1,-2.516049294E0,1.316580594E1,3.624332303E-1,1.340896372E1
1.008359458E1,-3.913968868E0,1.286841187E1,5.443862657E-1,1.346148331E1
1.009354558E1,-5.045729032E0,1.264381564E1,4.417851726E-1,1.362059579E1
1.010349758E1,-5.982116180E0,1.249326855E1,3.133402269E-2,1.385165892E1
1.011344858E1,-6.964845436E0,1.225872153E1,-5.557328608E-1,1.411007316E1
1.012339958E1,-7.981764531E0,1.194296487E1,-1.197010998E0,1.441443062E1
1.013335058E1,-8.704816600E0,1.140408664E1,-1.836605759E0,1.446375279E1
1.014330158E1,-9.197642155E0,1.063136540E1,-2.358363921E0,1.425427767E1
1.015325258E1,-9.872196833E0,9.747595591E0,-2.745066605E0,1.414253445E1
1.016320358E1,-1.083500521E1,8.855799894E0,-2.910942172E0,1.429321916E1
1.017315458E1,-1.157538199E1,8.158470896E0,-2.622880847E0,1.440241714E1
1.018310658E1,-1.157403480E1,7.692889858E0,-2.017294663E0,1.404308775E1
1.019305758E1,-1.111512309E1,7.393570304E0,-1.595789936E0,1.344460445E1
1.020300858E1,-1.027634118E1,7.108061873E0,-1.521532636E0,1.258740613E1
1.021295958E1,-9.302920103E0,6.669407263E0,-1.788934579E0,1.158557735E1
1.022291058E1,-8.568553087E0,6.421063735E0,-2.075858036E0,1.090684868E1
1.023286158E1,-7.695819898E0,6.289270418E0,-1.834645772E0,1.010675474E1
1.024281258E1,-6.602230357E0,6.143257257E0,-8.388462353E-1,9.057191531E0
1.025276358E1,-5.638336152E0,6.530613660E0,1.013845725E0,8.687210858E0
1.026271458E1,-4.239120251E0,7.988530344E0,3.534424930E0,9.709733114E0
1.027266658E1,-9.791782415E-1,1.030217534E1,6.415614130E0,1.217594807E1
1.028261758E1,4.565976682E0,1.255761950E1,9.193291826E0,1.621908028E1
1.029256858E1,1.145831255E1,1.390728200E1,1.139624202E1,2.132087595E1
1.030251958E1,1.769272965E1,1.426403583E1,1.300903273E1,2.618645324E1
1.031247058E1,2.112122818E1,1.342418504E1,1.296138611E1,2.818355112E1
1.032242158E1,2.235728981E1,1.216602562E1,1.120981290E1,2.781223638E1
1.033237258E1,2.331029474E1,1.077379539E1,8.981152503E0,2.720488207E1
1.034232358E1,2.469264201E1,8.866826574E0,6.609379163E0,2.705607281E1
1.035227558E1,2.596655617E1,6.197908843E0,3.614733514E0,2.693960675E1
1.036222658E1,2.634260465E1,2.790070869E0,5.480477921E-1,2.649561608E1
1.037217758E1,2.484721199E1,-6.681110466E-1,-1.790329140E0,2.492058576E1
1.038212858E1,2.191997655E1,-3.654055454E0,-2.814061410E0,2.239992042E1
1.039207958E1,1.894959568E1,-6.276140496E0,-2.533520190E0,2.012202376E1
1.040203058E1,1.624779145E1,-8.754883384E0,-1.721082319E0,1.853647308E1
1.041198158E1,1.358993256E1,-1.112349981E1,-7.750589597E-1,1.757894284E1
1.042193258E1,1.083260785E1,-1.344382935E1,2.423565638E-1,1.726675063E1
1.043188458E1,8.185040644E0,-1.543535826E1,1.102104256E0,1.750599351E1
1.044183558E1,5.880350069E0,-1.695656520E1,1.343911182E0,1.799749198E1
1.045178658E1,3.772989282E0,-1.819564049E1,8.320506012E-1,1.860131955E1
1.046173758E1,1.921174039E0,-1.914045815E1,-2.873485494E-1,1.923877899E1
1.047168858E1,-1.719876623E-1,-1.979041827E1,-1.778959229E0,1.987095697E1
1.048163958E1,-2.657485547E0,-2.012693021E1,-3.293096892E0,2.056696468E1
1.049159058E1,-5.037655782E0,-1.996192178E1,-4.375329970E0,2.104756065E1
1.050154258E1,-6.746365392E0,-1.952222754E1,-4.829926429E0,2.121223711E1
1.051149358E1,-7.424476932E0,-1.915743963E1,-4.450816355E0,2.102237183E1
1.052144458E1,-7.032287221E0,-1.875506817E1,-3.471075611E0,2.032865001E1
1.053139558E1,-6.128255056E0,-1.828950818E1,-2.438452503E0,1.944241935E1
1.054134658E1,-5.383030930E0,-1.777244942E1,-1.704521835E0,1.864785176E1
1.055129758E1,-4.735553538E0,-1.701012336E1,-1.092822313E0,1.769078926E1
1.056124858E1,-4.036363370E0,-1.619723876E1,-6.337703490E-1,1.670462324E1
1.057119958E1,-3.447261071E0,-1.554164894E1,-4.780788036E-1,1.592655079E1
1.058115158E1,-2.890361143E0,-1.481608199E1,-4.814420490E-1,1.510305464E1
1.059110258E1,-2.264683925E0,-1.412754545E1,-3.657548873E-1,1.431258573E1
1.060105358E1,-1.448887998E0,-1.361141523E1,-8.364193484E-2,1.368856811E1
1.061100458E1,-8.515633446E-1,-1.313801412E1,-5.695984729E-2,1.316570620E1
1.062095558E1,-5.029646266E-1,-1.262753466E1,-4.493094063E-1,1.264553217E1
1.063090658E1,-1.695674998E-1,-1.197658519E1,-9.024614565E-1,1.201173520E1
1.064085758E1,3.810531038E-1,-1.100365528E1,-1.354675760E0,1.109327623E1
1.065080858E1,1.036545274E0,-9.593767626E0,-1.849235744E0,9.825195988E0
1.066076058E1,2.661534451E0,-7.575184237E0,-1.723237603E0,8.211986952E0
1.067071158E1,6.023551304E0,-5.003223867E0,-5.618824871E-1,7.850549746E0
1.068066258E1,1.024148358E1,-2.274039470E0,1.216789351E0,1.056124130E1
1.069061358E1,1.386144334E1,9.432880318E-1,3.087003590E0,1.423232219E1
1.070056458E1,1.651434262E1,5.132502882E0,4.625458653E0,1.790142357E1
1.071051558E1,1.891016673E1,9.222056619E0,5.783670452E0,2.181952286E1
1.072046658E1,2.049692798E1,1.261569755E1,6.030165675E0,2.481214984E1
1.073041758E1,2.130241000E1,1.543552432E1,5.382511697E0,2.685180655E1
1.074036958E1,2.135421166E1,1.720391295E1,4.145895753E0,2.773383183E1
1.075032058E1,2.002755561E1,1.803945200E1,2.413641890E0,2.706197479E1
1.076027158E1,1.649013164E1,1.812449624E1,4.339159533E-1,2.450734765E1
1.077022258E1,1.222483458E1,1.768735606E1,-1.889208480E0,2.158374976E1
1.078017358E1,8.333238325E0,1.685915059E1,-4.993674195E0,1.945791874E1
1.079012458E1,4.669041460E0,1.587579276E1,-8.020897021E0,1.838954956E1
1.080007558E1,1.153654479E0,1.483785936E1,-9.712646198E0,1.777156395E1
1.081002658E1,-1.827746058E0,1.375743190E1,-9.642846816E0,1.689946990E1
1.081997858E1,-3.786544590E0,1.255170796E1,-7.845031486E0,1.527834454E1
1.082992958E1,-4.661086323E0,1.162650303E1,-4.855254228E0,1.343409067E1
1.083988058E1,-4.632497531E0,1.092458689E1,-2.154380879E0,1.206018197E1
1.084983158E1,-4.653968507E0,1.028416943E1,-4.456794548E-1,1.129699933E1
1.085978258E1,-5.145269108E0,9.977707500E0,5.467709430E-1,1.123954624E1
1.086973358E1,-5.532531370E0,9.878566790E0,1.072440235E0,1.137299931E1
1.087968458E1,-5.881503140E0,9.892905332E0,1.306826971E0,1.158315379E1
1.088963558E1,-6.079692176E0,9.907568979E0,1.560965820E0,1.172856318E1
1.089958658E1,-6.127191448E0,9.727557768E0,1.882940265E0,1.164960597E1
1.090953858E1,-5.747718261E0,9.379078333E0,2.434368954E0,1.126630054E1
1.091948958E1,-4.838248186E0,8.837516820E0,3.287865973E0,1.059813246E1
1.092944058E1,-3.900067112E0,8.246832265E0,4.167529281E0,1.002941006E1
1.093939158E1,-2.801163622E0,7.421940994E0,4.851191583E0,9.298698056E0
1.094934258E1,-1.665434952E0,6.572159296E0,5.163759173E0,8.522403428E0
1.095929358E1,-7.740661025E-1,5.765709559E0,4.988111154E0,7.663148043E0
1.096924458E1,7.956318033E-1,5.158760973E0,4.626003613E0,6.974650828E0
1.097919558E1,3.547878789E0,5.065409006E0,4.697744272E0,7.766248357E0
1.098914758E1,6.668878090E0,5.016678311E0,5.366211998E0,9.921553682E0
1.099909858E1,9.255663491E0,4.748242580E0,5.738196656E0,1.188023632E1
1.100904958E1,1.154374622E1,4.399650294E0,5.279832251E0,1.343471727E1
1.101900058E1,1.317565031E1,3.519298183E0,4.049183975E0,1.422600126E1
1.102895158E1,1.272107257E1,2.651747966E0,3.004622169E0,1.333736139E1
1.103890258E1,1.072945010E1,2.396187805E0,3.141784984E0,1.143388072E1
1.104885358E1,9.162747141E0,2.479870232E0,4.048378229E0,1.031964427E1
1.105880458E1,9.399342443E0,2.956263356E0,5.109711020E0,1.109938188E1
1.106875658E1,1.154987761E1,3.129937356E0,5.784829370E0,1.329136680E1
1.107870783E1,1.327093771E1,2.712669522E0,5.498087761E0,1.461866385E1
1.108865883E1,1.313543199E1,1.934789865E0,4.640991197E0,1.406491325E1
1.109860983E1,1.186531384E1,1.043702851E0,3.838604690E0,1.251438669E1
1.110856083E1,1.058237041E1,2.648274136E-1,3.252176907E0,1.107399439E1
1.111851183E1,1.006466729E1,-5.089445740E-1,3.235955561E0,1.058432618E1
1.112846283E1,1.030387922E1,-1.513845887E0,3.741656685E0,1.106623925E1
1.113841383E1,1.048153985E1,-2.890100357E0,3.966828282E0,1.157372388E1
1.114836583E1,1.037470888E1,-4.400686421E0,3.780269358E0,1.188659168E1
1.115831683E1,1.030422655E1,-5.859990065E0,3.317953405E0,1.230956470E1
1.116826783E1,1.015682994E1,-7.309396126E0,2.694400481E0,1.280032265E1
1.117821883E1,9.830714346E0,-8.534419380E0,2.015063950E0,1.317344835E1
1.118816983E1,9.281770139E0,-9.597101124E0,1.311908347E0,1.341553989E1
1.119812083E1,8.372072607E0,-1.060976929E1,6.531480217E-1,1.353090561E1
1.120807183E1,7.208512360E0,-1.150587731E1,9.313562036E-2,1.357779575E1
1.121802283E1,5.967105793E0,-1.222041057E1,-3.580729616E-1,1.360415386E1
1.122797483E1,4.705046567E0,-1.280917022E1,-9.008488675E-1,1.367566575E1
1.123792583E1,3.485756800E0,-1.333499863E1,-1.594641251E0,1.387499801E1
1.124787683E1,2.467645458E0,-1.358964020E1,-2.313328081E0,1.400425227E1
1.125782783E1,1.844158022E0,-1.355519191E1,-2.900965068E0,1.398426776E1
1.126777883E1,1.521019397E0,-1.336744600E1,-3.435746734E0,1.388547688E1
1.127772983E1,1.463786704E0,-1.305398847E1,-4.075202916E0,1.375342013E1
1.128768083E1,1.580851177E0,-1.270241293E1,-4.718886634E0,1.364251721E1
1.129763283E1,1.758766308E0,-1.237988636E1,-5.249467660E0,1.356140686E1
1.130758383E1,1.947214175E0,-1.212108860E1,-5.619454908E0,1.350150752E1
1.131753483E1,2.332593780E0,-1.195861552E1,-5.498288906E0,1.336714853E1
1.132748583E1,2.668583854E0,-1.196949602E1,-4.736519498E0,1.314628433E1
1.133743683E1,2.794883128E0,-1.197958130E1,-3.827354647E0,1.288294933E1
1.134738783E1,2.938492206E0,-1.206389581E1,-3.230763234E0,1.283004870E1
1.135733883E1,2.922849150E0,-1.218320357E1,-2.891576779E0,1.285825465E1
1.136728983E1,2.501217247E0,-1.223668805E1,-2.681123793E0,1.277423371E1
1.137724183E1,1.983496294E0,-1.240020427E1,-2.729731697E0,1.285109951E1
1.138719283E1,1.226502161E0,-1.274178925E1,-3.144570597E0,1.318126796E1
1.139714383E1,2.244816256E-1,-1.243412513E1,-3.990296667E0,1.306064039E1
1.140709483E1,2.227545042E-1,-1.140005557E1,-5.168945653E0,1.251914078E1
1.141704583E1,2.165432994E0,-1.040607218E1,-6.060510385E0,1.223540863E1
1.142699683E1,4.979479494E0,-9.011981363E0,-6.099249358E0,1.196711606E1
1.143694783E1,7.758723074E0,-6.818331753E0,-4.941479609E0,1.145013766E1
1.144689883E1,1.106153102E1,-3.735972022E0,-2.667006276E0,1.197613786E1
1.145685083E1,1.467897881E1,-1.089967775E-1,5.772446940E-1,1.469072873E1
1.146680183E1,1.773452672E1,3.510417432E0,3.628205498E0,1.843909823E1
1.147675283E1,1.984547331E1,6.645959344E0,4.819616033E0,2.147650543E1
1.148670383E1,2.141379946E1,9.004478801E0,4.545570484E0,2.367052295E1
1.149665483E1,2.257618851E1,1.048182637E1,3.255206349E0,2.510277555E1
1.150660583E1,2.336377104E1,1.169984115E1,1.026212075E0,2.614966905E1
1.151655683E1,2.255119050E1,1.244504890E1,-2.242185009E0,2.585464810E1
1.152650783E1,1.954904755E1,1.245960262E1,-6.120467734E0,2.397638594E1
1.153645983E1,1.626702177E1,1.170494343E1,-8.506686037E0,2.177120588E1
1.154641083E1,1.467056584E1,1.049926978E1,-7.465070057E0,1.952402210E1
1.155636183E1,1.457773193E1,8.962222143E0,-3.633724101E0,1.749387450E1
1.156631283E1,1.372719945E1,7.408684187E0,2.125989322E-1,1.560031425E1
1.157626383E1,1.148628095E1,6.552900322E0,3.570754266E0,1.369764355E1
1.158621483E1,8.557864376E0,6.208947802E0,6.366719713E0,1.234192835E1
1.159616583E1,5.851270697E0,6.400406692E0,8.084706516E0,1.185601341E1
1.160611683E1,3.702473323E0,7.085084070E0,9.081058030E0,1.209844370E1
1.161606883E1,1.823900928E0,7.813178194E0,1.041376712E1,1.314606076E1
1.162601983E1,-3.273271322E-2,8.417183291E0,1.239301921E1,1.498122061E1
1.163597083E1,-2.010852200E0,8.564502720E0,1.457119592E1,1.702098657E1
1.164592183E1,-4.034835493E0,8.294256107E0,1.641156027E1,1.882588357E1
1.165587283E1,-5.666913249E0,7.838536398E0,1.699826404E1,1.955754430E1
1.166582383E1,-7.096837558E0,7.177318634E0,1.584313255E1,1.878520309E1
1.167577483E1,-9.032352478E0,6.620493550E0,1.292708050E1,1.710332530E1
1.168572583E1,-1.137106157E1,6.638044553E0,9.071267452E0,1.598913912E1
1.169567783E1,-1.303287300E1,6.971479686E0,5.229794118E0,1.567826694E1
1.170562883E1,-1.351834393E1,7.379441092E0,1.930737891E0,1.552190459E1
1.171557983E1,-1.333147042E1,7.914920915E0,-8.331943166E-1,1.552637400E1
1.172553083E1,-1.320699373E1,8.191174373E0,-2.611562977E0,1.575881601E1
1.173548183E1,-1.307822868E1,8.257752525E0,-2.154533053E0,1.561641940E1
1.174543283E1,-1.269732001E1,8.183633219E0,4.714039877E-2,1.510615802E1
1.175538383E1,-1.151008146E1,8.080562595E0,2.313584189E0,1.425237310E1
1.176533483E1,-1.037142275E1,8.111853384E0,3.980813652E0,1.375556079E1
1.177528683E1,-9.357364697E0,8.703006887E0,5.588109155E0,1.394738566E1
1.178523783E1,-7.962454101E0,1.005337749E1,7.166789553E0,1.469128812E1
1.179518883E1,-5.881340588E0,1.187472435E1,8.816266869E0,1.591621208E1
1.180513983E1,-2.657728499E0,1.432166131E1,1.079648375E1,1.813112145E1
1.181509083E1,2.626775093E0,1.658258431E1,1.227333957E1,2.079704099E1
1.182504183E1,8.988002517E0,1.791291708E1,1.233277418E1,2.353198051E1
1.183499283E1,1.385310404E1,1.830150900E1,1.117398467E1,2.552864385E1
1.184494383E1,1.635119595E1,1.822370127E1,9.640007408E0,2.631339279E1
1.185489483E1,1.798220659E1,1.753176984E1,8.207629023E0,2.642135276E1
1.186484683E1,1.982106937E1,1.562122370E1,6.773538573E0,2.613002575E1
1.187479783E1,2.159685473E1,1.259020603E1,5.069713726E0,2.550763454E1
1.188474883E1,2.201740987E1,8.572461365E0,2.874454962E0,2.380159496E1
1.189469983E1,2.046827896E1,4.249795513E0,3.999271850E-1,2.090863810E1
1.190465083E1,1.763238873E1,6.036899328E-2,-1.554788821E0,1.770090803E1
1.191460183E1,1.429531025E1,-3.681142681E0,-2.463893884E0,1.496587718E1
1.192455283E1,1.117891154E1,-6.668786289E0,-2.210881501E0,1.320336210E1
1.193450483E1,8.872922881E0,-9.249124550E0,-9.911944158E-1,1.285525308E1
1.194445583E1,7.178851774E0,-1.142322926E1,2.180754161E-1,1.349346643E1
1.195440683E1,5.989542729E0,-1.321249596E1,6.679612117E-1,1.452208125E1
1.196435783E1,5.076399432E0,-1.480729713E1,5.579473110E-1,1.566324311E1
1.197430883E1,4.009406244E0,-1.613170785E1,6.396883160E-2,1.662261798E1
1.198425983E1,2.558982767E0,-1.719013340E1,-5.020268793E-1,1.738680851E1
1.199421083E1,9.782929730E-1,-1.789794353E1,-6.878185022E-1,1.793785200E1
1.200416183E1,-4.360502601E-1,-1.825275375E1,-2.904988830E-1,1.826027242E1
1.201411383E1,-1.460460223E0,-1.830069156E1,3.694621682E-1,1.836259127E1
1.202406483E1,-1.973544626E0,-1.816260021E1,8.301338840E-1,1.828835824E1
1.203401583E1,-1.994632609E0,-1.796876501E1,8.740733707E-1,1.810025081E1
1.204396683E1,-1.787951370E0,-1.778110681E1,7.282859123E-1,1.788560678E1
1.205391783E1,-1.799906294E0,-1.763375698E1,5.975610276E-1,1.773544832E1
1.206386883E1,-2.175291984E0,-1.739634950E1,4.318743248E-1,1.753714305E1
1.207381983E1,-2.914123350E0,-1.708400527E1,1.729103529E-1,1.733162569E1
1.208377021E1,-3.635836700E0,-1.670049458E1,-1.542191434E-1,1.709238460E1
1.209372221E1,-4.053841575E0,-1.630330375E1,-4.452833059E-1,1.680564256E1
1.210367321E1,-4.090117993E0,-1.591035565E1,-6.530369246E-1,1.644064900E1
1.211362421E1,-3.800844541E0,-1.564488037E1,-7.827935104E-1,1.611897846E1
1.212357521E1,-3.444242738E0,-1.545393369E1,-1.021043136E0,1.586598259E1
1.213352621E1,-3.044275939E0,-1.520348692E1,-1.558050106E0,1.558336134E1
1.214347721E1,-2.567584898E0,-1.501401491E1,-2.431747062E0,1.542486725E1
1.215342821E1,-1.801746998E0,-1.507579426E1,-3.397832218E0,1.555863517E1
1.216338021E1,-6.554833996E-1,-1.512267255E1,-3.852290683E0,1.561937986E1
1.217333121E1,1.152066960E0,-1.439678517E1,-3.380043819E0,1.483305018E1
1.218328221E1,4.024115793E0,-1.230312645E1,-2.179167373E0,1.312665985E1
1.219323321E1,8.020419888E0,-9.108331198E0,-8.236481524E-1,1.216417809E1
1.220318421E1,1.377446952E1,-5.131372030E0,3.903098309E-1,1.470439836E1
1.221313521E1,2.104591136E1,-1.075166134E0,1.962460205E0,2.116453679E1
1.222308621E1,2.692927217E1,2.740084192E0,4.071532034E0,2.737281743E1
1.223303721E1,2.865395754E1,7.478941407E0,6.834098185E0,3.039224811E1
1.224298921E1,2.762141410E1,1.285981647E1,9.876634870E0,3.202913225E1
1.225294021E1,2.826437861E1,1.669206290E1,1.185694648E1,3.490110660E1
1.226289121E1,2.963446544E1,1.819702628E1,1.066800054E1,3.637498512E1
1.227284221E1,2.731996440E1,1.883514578E1,6.792820351E0,3.387160433E1
1.228279321E1,2.075041180E1,1.872746931E1,2.297052941E0,2.804592927E1
1.229274421E1,1.270910565E1,1.791401051E1,-2.142564972E0,2.206861400E1
1.230269521E1,5.750288113E0,1.663632256E1,-6.406251569E0,1.873160700E1
1.231264621E1,9.355960196E-1,1.520681633E1,-8.232002556E0,1.731728815E1
1.232259821E1,-1.741091491E0,1.398074174E1,-6.913450749E0,1.569357641E1
1.233254921E1,-3.025234773E0,1.277544816E1,-4.040589738E0,1.373646558E1
1.234250021E1,-4.068884999E0,1.163491834E1,-1.594384996E0,1.242856442E1
1.235245121E1,-5.710420627E0,1.095014975E1,3.991895588E-1,1.235613352E1
1.236240221E1,-7.188580956E0,1.076529704E1,2.163315717E0,1.312430004E1
1.237235321E1,-7.808465922E0,1.080866584E1,3.180336846E0,1.370817055E1
1.238230421E1,-8.129009700E0,1.086546920E1,3.418868161E0,1.399385148E1
1.239225521E1,-8.665825027E0,1.085119498E1,3.282109973E0,1.426944995E1
1.240220721E1,-9.426970537E0,1.051786510E1,3.232624403E0,1.448941407E1
1.241215821E1,-1.039365503E1,9.830563488E0,3.456844658E0,1.471794206E1
1.242210921E1,-1.132806348E1,8.929906336E0,3.911976721E0,1.494562850E1
1.243206021E1,-1.175682343E1,7.884073344E0,4.632655406E0,1.489439512E1
1.244201121E1,-1.176728761E1,6.680392427E0,5.601344912E0,1.464485458E1
1.245196221E1,-1.148970391E1,5.480632653E0,6.798279312E0,1.443146673E1
1.246191321E1,-1.083892752E1,4.567452520E0,8.198996193E0,1.433762571E1
1.247186421E1,-9.727299905E0,3.915652866E0,9.282530862E0,1.400421651E1
1.248181621E1,-8.349490076E0,3.294808956E0,9.605658524E0,1.314680289E1
1.249176721E1,-6.829544958E0,3.015237789E0,8.997007813E0,1.169104327E1
1.250171821E1,-5.407720213E0,3.038946786E0,7.538843207E0,9.762827069E0
1.251166921E1,-4.350450068E0,3.585355348E0,6.226331574E0,8.399309116E0
1.252162021E1,-3.504874272E0,4.903824710E0,5.844722400E0,8.395976440E0
1.253157121E1,-2.320710776E0,6.540731682E0,6.309187789E0,9.379377378E0
1.254152221E1,-2.811727202E-1,8.651023386E0,7.501684152E0,1.145401802E1
1.255147321E1,4.307532674E0,1.173076123E1,9.311485105E0,1.558426615E1
1.256142521E1,1.240335241E1,1.387028433E1,1.125660349E1,2.174716213E1
1.257137621E1,2.139080821E1,1.419270565E1,1.210123379E1,2.838026478E1
1.258132721E1,2.764132270E1,1.334472606E1,1.033767730E1,3.238814607E1
1.259127821E1,3.006678283E1,1.170255660E1,6.190661219E0,3.285248160E1
1.260122921E1,2.861787788E1,9.271240473E0,1.178005501E0,3.010525753E1
1.261118021E1,2.518312985E1,6.403245515E0,-3.605097887E0,2.623334353E1
1.262113121E1,2.126448029E1,3.322048795E0,-7.568451169E0,2.281437229E1
1.263108221E1,1.797400412E1,2.210288447E-1,-8.634520204E0,1.994163025E1
1.264103421E1,1.525691293E1,-2.633262579E0,-5.973225489E0,1.659478492E1
1.265098521E1,1.277551833E1,-5.374869971E0,-2.401617529E0,1.406665783E1
1.266093621E1,1.014222944E1,-8.237573199E0,1.944988579E-2,1.306609385E1
1.267088721E1,7.203732846E0,-1.080223390E1,2.143438254E0,1.315964862E1
1.268083821E1,4.053703873E0,-1.260483810E1,3.905869889E0,1.380471942E1
1.269078921E1,1.184766344E0,-1.368839265E1,4.351322472E0,1.441213974E1
1.270074021E1,-8.767671829E-1,-1.444013409E1,3.179137875E0,1.481192461E1
1.271069221E1,-2.171583388E0,-1.499224924E1,1.135273172E0,1.519118681E1
1.272064321E1,-3.062247648E0,-1.515736525E1,-7.775966513E-1,1.548314369E1
1.273059421E1,-3.802209865E0,-1.502964101E1,-2.406959399E0,1.568886109E1
1.274054521E1,-4.491210675E0,-1.495058432E1,-3.667591174E0,1.603565308E1
1.275049621E1,-5.177572635E0,-1.499974537E1,-4.137465237E0,1.639872672E1
1.276044721E1,-5.555667633E0,-1.492485657E1,-3.675452755E0,1.634398175E1
1.277039821E1,-5.566079185E0,-1.486768483E1,-2.473941740E0,1.606703699E1
1.278034921E1,-5.424667783E0,-1.482373950E1,-1.050841278E0,1.582006766E1
1.279030121E1,-5.231511446E0,-1.475298819E1,6.564230472E-2,1.565323230E1
1.280025221E1,-5.226275849E0,-1.460554363E1,7.480613418E-1,1.553046876E1
1.281020321E1,-5.403075185E0,-1.436259416E1,9.962076724E-1,1.537757335E1
1.282015421E1,-5.553256241E0,-1.412746008E1,9.164528203E-1,1.520735575E1
1.283010521E1,-5.594804801E0,-1.374358569E1,5.920273688E-1,1.485053820E1
1.284005621E1,-5.296935357E0,-1.328632290E1,2.742863081E-1,1.430591253E1
1.285000721E1,-4.615542945E0,-1.297030078E1,1.887158154E-1,1.376835330E1
1.285995921E1,-3.757027845E0,-1.278514285E1,4.142788835E-1,1.333217022E1
1.286991021E1,-2.954534919E0,-1.274261955E1,6.535070407E-1,1.309697298E1
1.287986121E1,-2.248376625E0,-1.275957882E1,2.148807898E-1,1.295794053E1
1.288981221E1,-1.630843409E0,-1.281350184E1,-1.030190082E0,1.295788452E1
1.289976321E1,-1.599231607E0,-1.298837335E1,-2.608908341E0,1.334397942E1
1.290971421E1,-1.652548859E0,-1.247392128E1,-3.366704274E0,1.302552600E1
1.291966521E1,2.084427130E-1,-1.061254204E1,-1.886440262E0,1.078091619E1
1.292961721E1,5.670641434E0,-8.017770515E0,1.216459276E0,9.895483388E0
1.293956821E1,1.339561555E1,-5.131304203E0,4.315370282E0,1.497982708E1
1.294951921E1,2.112425470E1,-4.957848305E-1,7.554251790E0,2.243984535E1
1.295947021E1,2.796304820E1,5.992572756E0,1.086211992E1,3.059131645E1
1.296942121E1,3.275099864E1,1.268000523E1,1.341502480E1,3.759485782E1
1.297937221E1,3.350891239E1,1.702658561E1,1.286840252E1,3.972842321E1
1.298932321E1,2.991490959E1,1.871468846E1,8.738869615E0,3.635256831E1
1.299927421E1,2.384791114E1,1.949301485E1,3.783005855E0,3.103242863E1
1.300922621E1,1.762356177E1,1.851561533E1,-6.142675459E-1,2.556942051E1
1.301917721E1,1.152226355E1,1.608593000E1,-4.211019702E0,2.022998735E1
1.302912821E1,5.198281719E0,1.351638511E1,-6.488423660E0,1.586866223E1
1.303907921E1,-4.526744789E-1,1.144242684E1,-6.425124042E0,1.313073741E1
1.304903021E1,-4.490869782E0,1.026766157E1,-4.901051960E0,1.223164322E1
1.305898121E1,-6.099335897E0,9.544956239E0,-3.093938388E0,1.174225459E1
1.306893221E1,-6.143201124E0,9.162691593E0,-1.251902758E0,1.110230146E1
1.307888321E1,-6.239522892E0,9.182771516E0,5.194854958E-1,1.111417131E1
1.308883608E1,-6.812449454E0,9.395510763E0,2.082665949E0,1.179078401E1
