"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.147663500E0,2.068574627E1,-2.009124348E0,-1.302923252E1,2.452952465E1
3.157614500E0,1.539511304E1,-5.433088943E0,-1.071114949E1,1.952579536E1
3.167565500E0,1.170818396E1,-7.542101276E0,-6.353819586E0,1.530803340E1
3.177516500E0,9.298118370E0,-9.593755347E0,-4.090661200E0,1.397242484E1
3.187468500E0,7.485493212E0,-1.146924100E1,-3.461844027E0,1.412658705E1
3.197419500E0,5.671682823E0,-1.291752030E1,-2.635163509E0,1.435180837E1
3.207370500E0,3.891223199E0,-1.382302713E1,-1.587935371E0,1.444781076E1
3.217321500E0,2.351874096E0,-1.438165725E1,-1.190570875E0,1.462124605E1
3.227272500E0,1.123845666E0,-1.482916338E1,-1.648641749E0,1.496279169E1
3.237223500E0,-3.175038099E-3,-1.516647755E1,-2.440660558E0,1.536160393E1
3.247174500E0,-1.104951850E0,-1.540806579E1,-3.201279234E0,1.577585493E1
3.257125500E0,-2.120953225E0,-1.566211094E1,-3.778273119E0,1.625040029E1
3.267077500E0,-2.959114459E0,-1.591767403E1,-4.082205541E0,1.669709876E1
3.277028500E0,-3.338150565E0,-1.613722060E1,-4.005084275E0,1.695859186E1
3.286979500E0,-3.303392377E0,-1.645764685E1,-3.698903013E0,1.718861322E1
3.296930500E0,-2.990449395E0,-1.700190919E1,-3.371221540E0,1.758899765E1
3.306881500E0,-2.706954453E0,-1.759270952E1,-3.093775835E0,1.806661229E1
3.316832500E0,-2.825125804E0,-1.816412867E1,-2.697236381E0,1.857934311E1
3.326783500E0,-3.410359878E0,-1.875064767E1,-2.070966694E0,1.917045241E1
3.336734500E0,-4.410741000E0,-1.909328281E1,-1.340312659E0,1.964190731E1
3.346686500E0,-5.274860364E0,-1.913566811E1,-5.228416514E-1,1.985626625E1
3.356637500E0,-5.470893531E0,-1.908104108E1,3.581418125E-1,1.985308718E1
3.366588500E0,-4.936187879E0,-1.894280589E1,1.148787256E0,1.960906826E1
3.376539500E0,-3.747220603E0,-1.878670862E1,1.517408595E0,1.921677943E1
3.386490500E0,-2.286999823E0,-1.895226902E1,1.198777442E0,1.912736094E1
3.396441500E0,-1.280681438E0,-1.936692315E1,2.805705301E-1,1.941124873E1
3.406392500E0,-1.120450772E0,-1.965509733E1,-7.437344022E-1,1.970105078E1
3.416343500E0,-1.799654279E0,-1.902377930E1,-1.665385397E0,1.918114811E1
3.426295500E0,-1.093118255E0,-1.653234269E1,-2.275252182E0,1.672393599E1
3.436246500E0,3.372934189E0,-1.364246511E1,-1.893944725E0,1.418028794E1
3.446197500E0,1.142102953E1,-1.091991848E1,-6.584303963E-1,1.581512143E1
3.456148500E0,2.063579701E1,-5.954872248E0,9.480956125E-1,2.149873269E1
3.466099500E0,2.954399264E1,7.947874653E-1,2.609566737E0,2.966966509E1
3.476050500E0,3.686022533E1,6.924529468E0,4.366189603E0,3.775829619E1
3.486001500E0,3.865955626E1,1.211852752E1,6.276862042E0,4.099779258E1
3.495952500E0,3.459813406E1,1.526823080E1,7.880347499E0,3.862964702E1
3.505903500E0,2.758115017E1,1.600036769E1,7.733436790E0,3.281063327E1
3.515855500E0,2.056845112E1,1.550128912E1,5.176082765E0,2.627057249E1
3.525806500E0,1.517964314E1,1.477269331E1,2.388848380E0,2.131573668E1
3.535757500E0,1.102700204E1,1.381790848E1,1.135938768E-1,1.767886513E1
3.545708500E0,7.410435428E0,1.292250447E1,-2.209386806E0,1.505945102E1
3.555659500E0,4.111636916E0,1.209070647E1,-4.256203476E0,1.346127813E1
3.565610500E0,1.367706426E0,1.130834433E1,-4.650528005E0,1.230352320E1
3.575561500E0,-3.544009101E-1,1.073629953E1,-3.255583495E0,1.122464037E1
3.585512500E0,-1.228532753E0,1.009673576E1,-1.046494896E0,1.022489693E1
3.595464500E0,-1.988551505E0,9.569845498E0,9.496848857E-1,9.820294360E0
3.605415500E0,-2.972961250E0,9.147104670E0,2.401752015E0,9.913447189E0
3.615366500E0,-4.163882958E0,8.753801064E0,3.242140746E0,1.022146912E1
3.625317500E0,-5.359475421E0,8.363962519E0,3.471845105E0,1.052300120E1
3.635268500E0,-6.612611504E0,7.890771915E0,3.223381709E0,1.078800732E1
3.645219500E0,-8.101044222E0,7.307491103E0,2.797445962E0,1.126286143E1
3.655170500E0,-9.802396865E0,6.656725822E0,2.552059371E0,1.212072564E1
3.665121500E0,-1.169123171E1,5.872716529E0,2.497369194E0,1.331955522E1
3.675073500E0,-1.354143458E1,4.988760780E0,2.532443132E0,1.465167065E1
3.685024500E0,-1.505186745E1,4.187186451E0,2.664508345E0,1.584900151E1
3.694975500E0,-1.588108683E1,3.506985701E0,2.906674290E0,1.652139894E1
3.704926500E0,-1.594384032E1,2.910783421E0,3.204601622E0,1.652114329E1
3.714877500E0,-1.543275508E1,2.360164863E0,3.419861019E0,1.598235767E1
3.724828500E0,-1.448938635E1,1.846651275E0,3.556782929E0,1.503340090E1
3.734779500E0,-1.325734995E1,1.459846265E0,3.575264808E0,1.380836693E1
3.744730500E0,-1.208279635E1,8.552897751E-1,3.387142631E0,1.257768753E1
3.754681500E0,-1.130822739E1,7.919234991E-2,3.019741899E0,1.170474772E1
3.764633500E0,-1.066598092E1,-3.989613712E-1,2.789530002E0,1.103194438E1
3.774584500E0,-9.957466779E0,-2.650484383E-2,3.046284750E0,1.041305421E1
3.784535500E0,-1.006533972E1,1.415687508E0,3.759588926E0,1.083742330E1
3.794486500E0,-1.084187101E1,4.788975454E0,5.976830882E0,1.327414631E1
3.804437500E0,-8.020918071E0,1.072249426E1,1.042070074E1,1.696755768E1
3.814388500E0,3.922691159E0,1.719613966E1,1.455987805E1,2.287104663E1
3.824339500E0,2.185737860E1,2.116414908E1,1.680034397E1,3.475511132E1
3.834290500E0,3.570525757E1,2.258952952E1,1.705466862E1,4.556329645E1
3.844242500E0,3.862797662E1,2.176996038E1,1.478171322E1,4.673917841E1
3.854193500E0,3.459596825E1,1.875323331E1,1.102608052E1,4.086733696E1
3.864144500E0,3.022224627E1,1.442217729E1,6.900527233E0,3.419065140E1
3.874095500E0,2.772939112E1,9.814859036E0,2.348561064E0,2.950875004E1
3.884046500E0,2.596225262E1,4.966627899E0,-2.150715845E0,2.652039843E1
3.893997500E0,2.217351182E1,1.796364051E-1,-5.875398062E0,2.293942454E1
3.903948500E0,1.661304128E1,-3.828425272E0,-8.375325998E0,1.899463257E1
3.913899500E0,1.193929866E1,-6.235002410E0,-8.594897132E0,1.597793367E1
3.923851500E0,9.194988104E0,-8.211164249E0,-6.926737962E0,1.414039332E1
3.933802500E0,7.760121143E0,-1.027382687E1,-4.584283730E0,1.366699148E1
3.943753500E0,6.575505073E0,-1.209062460E1,-2.677613710E0,1.402105864E1
3.953704500E0,5.400380788E0,-1.359993598E1,-1.201423892E0,1.468215892E1
3.963655500E0,4.142453789E0,-1.486825084E1,-1.155737257E-1,1.543496563E1
3.973606500E0,2.754064008E0,-1.574891169E1,2.974460878E-1,1.599067110E1
3.983557500E0,1.441749133E0,-1.616013584E1,1.893562317E-2,1.622433325E1
3.993508500E0,3.777465034E-1,-1.634466110E1,-5.997687900E-1,1.636002328E1
4.003459500E0,-4.192225581E-1,-1.651050685E1,-1.190721733E0,1.655869567E1
4.013411500E0,-1.040082840E0,-1.662750963E1,-1.613691187E0,1.673797623E1
4.023362500E0,-1.638813164E0,-1.671248371E1,-1.901660711E0,1.689997437E1
4.033313500E0,-2.222736000E0,-1.692288992E1,-2.139557018E0,1.720181568E1
4.043264500E0,-2.803008419E0,-1.721318663E1,-2.435554769E0,1.760916174E1
4.053215500E0,-3.550716150E0,-1.739611795E1,-2.807124274E0,1.797532897E1
4.063166500E0,-4.429685102E0,-1.739206232E1,-3.187478635E0,1.822816397E1
4.073117250E0,-5.254467030E0,-1.732095199E1,-3.365603535E0,1.841065150E1
4.083068250E0,-5.762771333E0,-1.721830061E1,-3.223125601E0,1.844093132E1
4.093020250E0,-5.996229604E0,-1.690222586E1,-2.762038733E0,1.814576718E1
4.102971250E0,-6.019958775E0,-1.651659263E1,-2.211019349E0,1.771796665E1
4.112922250E0,-6.017622228E0,-1.632234930E1,-2.014066415E0,1.751249061E1
4.122873250E0,-6.237884502E0,-1.621082301E1,-2.164455632E0,1.750390968E1
4.132824250E0,-6.956886206E0,-1.579034974E1,-2.429518104E0,1.742515333E1
4.142775250E0,-7.146248285E0,-1.422112545E1,-2.725927498E0,1.614744421E1
4.152726250E0,-5.624044388E0,-1.169315661E1,-2.892350950E0,1.329381363E1
4.162677250E0,-1.908858633E0,-7.876711700E0,-1.902783961E0,8.325077494E0
4.172629250E0,3.667674204E0,-1.579159285E0,4.599431527E-1,4.019592743E0
4.182580250E0,1.245897697E1,6.865193093E0,3.699722793E0,1.469846700E1
4.192531250E0,2.534943870E1,1.560224013E1,7.607664936E0,3.072296381E1
4.202482250E0,3.689427484E1,2.254748102E1,1.133472580E1,4.469957970E1
4.212433250E0,4.111162356E1,2.700523217E1,1.236216345E1,5.071756345E1
4.222384250E0,3.660778934E1,2.802019421E1,8.581205292E0,4.689241525E1
4.232335250E0,2.621103762E1,2.592341776E1,1.710136331E0,3.690483230E1
4.242286250E0,1.562661600E1,2.197046843E1,-4.150854192E0,2.727860336E1
4.252237250E0,7.255329262E0,1.746066653E1,-7.352871344E0,2.028741963E1
4.262189250E0,1.506573120E0,1.373187255E1,-6.668286352E0,1.533949573E1
4.272140250E0,-1.660815652E0,1.043635374E1,-4.055839276E0,1.131925882E1
4.282091250E0,-3.334179429E0,7.451203385E0,-1.609399184E0,8.320297476E0
4.292042250E0,-4.948652388E0,4.727661551E0,1.434585124E-1,6.845474749E0
4.301993250E0,-6.823833983E0,2.388335579E0,1.647443655E0,7.415047381E0
4.311944250E0,-8.559626142E0,6.667749578E-1,2.707967775E0,9.002492878E0
4.321895250E0,-9.831045299E0,-8.119888043E-1,2.785643358E0,1.025029689E1
4.331846250E0,-1.055716189E1,-2.248152677E0,1.945664517E0,1.096783790E1
4.341798250E0,-1.091410050E1,-3.462426410E0,7.580985260E-1,1.147522112E1
4.351749250E0,-1.115712130E1,-4.399330451E0,-5.097310976E-1,1.200396976E1
4.361700250E0,-1.144235784E1,-5.171697938E0,-1.795564152E0,1.268456003E1
4.371651250E0,-1.149239831E1,-5.771383113E0,-2.768447281E0,1.315478553E1
4.381602250E0,-1.026927540E1,-6.039700729E0,-3.067455763E0,1.230224723E1
4.391553250E0,-8.160166588E0,-5.823996359E0,-2.484368495E0,1.032856908E1
4.401504250E0,-6.408737805E0,-5.124610895E0,-1.289797540E0,8.306451395E0
4.411455250E0,-6.435543196E0,-4.166090282E0,-8.382755470E-1,7.712018565E0
4.421407250E0,-7.429829473E0,-3.108519589E0,-1.536116177E0,8.199080006E0
4.431358250E0,-7.098204052E0,-2.359963135E0,-2.392086568E0,7.853407217E0
4.441309250E0,-4.172860188E0,-2.235794587E0,-2.221946041E0,5.229587344E0
4.451260250E0,1.363378024E0,-3.714582322E0,7.585603099E-1,4.028937231E0
4.461211250E0,6.337027552E0,-5.815272898E0,6.496813830E0,1.077886390E1
4.471162250E0,5.032122561E0,-6.138420441E0,1.099908510E1,1.356400885E1
4.481113250E0,-3.039534724E0,-3.232115110E0,1.072868178E1,1.160990750E1
4.491064250E0,-9.458051412E0,-1.408508297E0,6.284265202E0,1.144249192E1
4.501015250E0,-8.572851959E0,-1.169729059E0,3.817559391E0,9.457051152E0
4.510967250E0,-3.037346696E0,-1.011679405E-1,7.560874346E0,8.148774803E0
4.520918250E0,1.931089162E0,6.808620697E-1,1.305728513E1,1.321685944E1
4.530869250E0,3.353178494E0,1.438832542E0,1.641943763E1,1.681998744E1
4.540820250E0,9.632583198E-1,1.287179157E0,1.616820851E1,1.624794335E1
4.550771250E0,-3.052465841E0,6.680093050E-1,1.261925734E1,1.300036307E1
4.560722250E0,-5.098423555E0,2.204844689E-1,9.489689527E0,1.077481988E1
4.570673250E0,-4.179987067E0,-5.664724052E-2,8.577431499E0,9.541898758E0
4.580624250E0,-1.255975490E0,-3.048738241E-1,9.213801520E0,9.304007788E0
4.590576250E0,1.710002430E0,-1.573766398E-1,9.784345341E0,9.933895987E0
4.600527250E0,4.510952629E0,-3.195269465E-2,9.522897034E0,1.053732805E1
4.610478250E0,6.970331293E0,-3.642113686E-2,8.767650195E0,1.120082741E1
4.620429250E0,8.204800140E0,-4.984301108E-1,7.701926145E0,1.126440608E1
4.630380250E0,7.828551108E0,-1.418106501E0,6.008655522E0,9.970014027E0
4.640331250E0,6.841737573E0,-2.488581998E0,3.939268016E0,8.277695686E0
4.650282250E0,5.914175043E0,-3.541343356E0,1.824093887E0,7.130630947E0
4.660233250E0,5.292033636E0,-4.386199359E0,1.364739402E-1,6.874808358E0
4.670185250E0,4.650487660E0,-5.029852087E0,-1.217422459E0,6.957626387E0
4.680136250E0,4.155447180E0,-5.508101118E0,-2.175487574E0,7.234615772E0
4.690087250E0,4.085675279E0,-5.916308107E0,-2.621684507E0,7.653017297E0
4.700038250E0,4.222919371E0,-6.361368926E0,-2.781203567E0,8.126201813E0
4.709989250E0,4.189555743E0,-7.021307319E0,-2.975630504E0,8.700891373E0
4.719940250E0,3.737239698E0,-7.775551361E0,-3.300778964E0,9.236953031E0
4.729891250E0,2.658620199E0,-8.405857819E0,-3.681783535E0,9.554173802E0
4.739842250E0,9.833408743E-1,-8.899768032E0,-4.031742901E0,9.819764820E0
4.749793250E0,-8.259145331E-1,-9.436824850E0,-4.295706096E0,1.040138880E1
4.759745250E0,-2.146657292E0,-1.009494417E1,-4.275215113E0,1.117110110E1
4.769696250E0,-2.874623947E0,-1.072253986E1,-3.970481622E0,1.178987058E1
4.779647250E0,-2.808510064E0,-1.113775883E1,-3.869978510E0,1.212081409E1
4.789598250E0,-1.850908633E0,-1.149712286E1,-4.354986337E0,1.243284371E1
4.799549250E0,-8.244065362E-1,-1.169314258E1,-5.330453936E0,1.287722675E1
4.809500250E0,-1.584080887E-1,-1.164849324E1,-6.306829022E0,1.324721028E1
4.819451250E0,1.726478130E-1,-1.129349942E1,-6.397424612E0,1.298075414E1
4.829402250E0,4.989318019E-1,-1.044078593E1,-4.989424438E0,1.158245656E1
4.839354250E0,1.324664487E0,-8.694923111E0,-2.188562533E0,9.063455736E0
4.849305250E0,3.656402526E0,-6.366654809E0,1.152706060E0,7.431843927E0
4.859256250E0,7.737173746E0,-3.631626704E0,4.253344188E0,9.546910855E0
4.869207250E0,1.273004336E1,-4.466120857E-1,6.791228739E0,1.443517420E1
4.879158250E0,1.700772600E1,2.880946541E0,8.327957704E0,1.915509009E1
4.889109250E0,1.881540208E1,5.677490278E0,8.205664358E0,2.129756274E1
4.899060250E0,1.761483889E1,7.862649146E0,5.760543544E0,2.013175757E1
4.909011250E0,1.470828038E1,9.214464594E0,1.898321950E0,1.745976792E1
4.918963250E0,1.128928241E1,9.940928514E0,-1.781861787E0,1.514744165E1
4.928914250E0,7.854981108E0,1.011198062E1,-4.383600272E0,1.353398802E1
4.938865250E0,4.755251638E0,9.987067723E0,-5.399962127E0,1.230908326E1
4.948816250E0,2.063408729E0,9.757470953E0,-4.504836441E0,1.094346592E1
4.958767250E0,-5.068132639E-1,9.513057339E0,-2.593424914E0,9.873245282E0
4.968718250E0,-3.002876190E0,9.175878233E0,-5.474806853E-1,9.670250352E0
4.978669250E0,-5.247728698E0,8.937218864E0,1.696777782E0,1.050198040E1
4.988620250E0,-7.097584832E0,8.816080928E0,4.133760442E0,1.204935553E1
4.998572250E0,-8.410205809E0,8.742871449E0,6.145345298E0,1.359906731E1
5.008523250E0,-9.051474043E0,8.507894071E0,7.214397583E0,1.436526980E1
5.018474250E0,-9.324101057E0,8.138921315E0,7.030890906E0,1.423426597E1
5.028425250E0,-9.494422848E0,7.675283892E0,5.924542741E0,1.357034468E1
5.038376250E0,-9.987864114E0,7.248807278E0,4.572109827E0,1.316080639E1
5.048327250E0,-1.060368702E1,6.881240192E0,3.430419921E0,1.309799320E1
5.058278250E0,-1.103530743E1,6.438310683E0,2.683303635E0,1.305488311E1
5.068229250E0,-1.134670558E1,6.074881672E0,2.580758675E0,1.312677531E1
5.078180333E0,-1.129373214E1,5.833343718E0,3.741539741E0,1.325048694E1
5.088132333E0,-1.017104919E1,5.875086991E0,6.076527078E0,1.322463875E1
5.098083333E0,-7.894072083E0,6.216362071E0,8.342732449E0,1.305988959E1
5.108034333E0,-5.107187362E0,7.178770498E0,9.994631681E0,1.332331682E1
5.117985333E0,-2.932945830E0,8.732692616E0,1.033260776E1,1.384286368E1
5.127936333E0,-6.123829883E-1,1.148423326E1,9.429676044E0,1.487216920E1
5.137887333E0,3.705375881E0,1.569398762E1,8.664317615E0,1.830577662E1
5.147838333E0,1.107517375E1,2.025936263E1,9.097921400E0,2.481679716E1
5.157789333E0,1.940569721E1,2.348152227E1,9.997976289E0,3.206123051E1
5.167740333E0,2.518136165E1,2.417891500E1,1.031513160E1,3.640223682E1
5.177692333E0,2.630637296E1,2.200557511E1,8.799679488E0,3.540769624E1
5.187643333E0,2.349204726E1,1.783935794E1,5.933089031E0,3.008854469E1
5.197594333E0,1.935414231E1,1.307381170E1,3.749286132E0,2.365511622E1
5.207545333E0,1.599245290E1,8.550926655E0,3.246363605E0,1.842324002E1
5.217496333E0,1.383683709E1,4.485486835E0,4.321695800E0,1.517414602E1
5.227447333E0,1.257150664E1,6.747669321E-1,5.540035686E0,1.375463867E1
5.237398333E0,1.128077588E1,-2.717625622E0,5.572264370E0,1.287212196E1
5.247349333E0,9.631513742E0,-5.533994928E0,4.997524002E0,1.218057482E1
5.257301333E0,7.962637703E0,-7.802249748E0,4.446854281E0,1.200221702E1
5.267252333E0,6.677553020E0,-9.762182640E0,3.989526004E0,1.248223706E1
5.277203333E0,5.895192642E0,-1.151106496E1,3.580599808E0,1.341933708E1
5.287154333E0,5.156755963E0,-1.324031584E1,3.154117931E0,1.455494952E1
5.297105333E0,4.265885881E0,-1.494985926E1,2.669166237E0,1.577404586E1
5.307056333E0,3.112665265E0,-1.666696080E1,2.168253837E0,1.709320309E1
5.317007333E0,1.758831359E0,-1.799782801E1,1.834936817E0,1.817642138E1
5.326958333E0,3.542187694E-1,-1.871320210E1,1.648670693E0,1.878902656E1
5.336910333E0,-7.913174352E-1,-1.922383009E1,1.220794694E0,1.927880096E1
5.346861333E0,-1.397291875E0,-1.975200674E1,4.612307096E-1,1.980673948E1
5.356812333E0,-1.890854179E0,-2.025361832E1,-3.362252788E-1,2.034446932E1
5.366763333E0,-2.689577405E0,-2.066373267E1,-6.255398083E-1,2.084742129E1
5.376714333E0,-3.466312469E0,-2.092618378E1,-3.837996872E-1,2.121480124E1
5.386665333E0,-4.010964527E0,-2.097317668E1,-8.879362419E-2,2.135345079E1
5.396616333E0,-4.794542880E0,-2.103881051E1,-7.319179103E-2,2.157833511E1
5.406567333E0,-5.716989389E0,-2.100158011E1,-3.180418999E-1,2.176813004E1
5.416519333E0,-6.109922281E0,-2.076926322E1,-5.237584949E-1,2.165566365E1
5.426470333E0,-5.756355184E0,-2.045520693E1,-4.876626094E-1,2.125532710E1
5.436421333E0,-4.630360374E0,-1.989084069E1,2.194109201E-2,2.042268988E1
5.446372333E0,-2.893809831E0,-1.897990764E1,7.758753772E-1,1.921491639E1
5.456323333E0,-7.679107386E-1,-1.783061285E1,1.195471426E0,1.788713485E1
5.466274333E0,1.487460911E0,-1.641518554E1,1.088017290E0,1.651831220E1
5.476225333E0,3.572665721E0,-1.462888104E1,6.818391395E-1,1.507424975E1
5.486176333E0,5.660867229E0,-1.242121214E1,2.947699086E-1,1.365352768E1
5.496128333E0,7.951853684E0,-9.798500866E0,2.126307081E-1,1.262092738E1
5.506079333E0,1.111568559E1,-7.132497972E0,8.019210684E-1,1.323155588E1
5.516030333E0,1.454335498E1,-4.677248027E0,2.164291910E0,1.542951661E1
5.525981333E0,1.649117128E1,-1.430013186E0,4.222737522E0,1.708318413E1
5.535932333E0,1.858944929E1,2.848085481E0,6.736802856E0,1.997657950E1
5.545883333E0,2.154579217E1,6.763024694E0,8.565876231E0,2.415230628E1
5.555834333E0,2.351861934E1,1.058476426E1,8.957397605E0,2.730197176E1
5.565785333E0,2.405867286E1,1.371834092E1,7.874165822E0,2.879262240E1
5.575736333E0,2.247231857E1,1.536653185E1,5.088597894E0,2.769529259E1
5.585688333E0,1.908973940E1,1.658079740E1,2.262715898E0,2.538623399E1
5.595639333E0,1.570418049E1,1.736591825E1,4.005565647E-1,2.341702045E1
5.605590333E0,1.311775586E1,1.759479464E1,-1.167734574E0,2.197762319E1
5.615541333E0,1.109661081E1,1.774742451E1,-2.086738096E0,2.103474088E1
5.625492333E0,9.305022762E0,1.793753854E1,-1.981672840E0,2.030432872E1
5.635443333E0,7.656653493E0,1.774371153E1,-1.434406199E0,1.937836842E1
5.645394333E0,5.631347560E0,1.737852952E1,-7.782642572E-1,1.828472201E1
5.655345333E0,3.554978478E0,1.700606773E1,4.039326739E-1,1.737835934E1
5.665297333E0,1.664107050E0,1.644017420E1,1.520271392E0,1.659396894E1
5.675248333E0,-1.837376422E-1,1.589544174E1,2.002260886E0,1.602210587E1
5.685199333E0,-1.811304857E0,1.543358772E1,2.084002476E0,1.567863264E1
5.695150333E0,-3.220231229E0,1.467291525E1,1.952456496E0,1.514847905E1
5.705101333E0,-4.659025764E0,1.373826706E1,2.010193219E0,1.464538766E1
5.715052333E0,-5.986060712E0,1.291771911E1,2.804979515E0,1.451097170E1
5.725003333E0,-6.874874913E0,1.225692059E1,4.120869670E0,1.464505289E1
5.734954333E0,-7.181877708E0,1.159106773E1,5.096405096E0,1.455697646E1
5.744905333E0,-7.369994330E0,1.064200265E1,5.106607318E0,1.391569169E1
5.754857333E0,-8.215856055E0,9.528095793E0,4.130574878E0,1.324184840E1
5.764808333E0,-9.500575873E0,8.626373863E0,2.973744192E0,1.317263916E1
5.774759333E0,-1.009741989E1,7.998614452E0,2.431992645E0,1.310916892E1
5.784710333E0,-9.576244690E0,7.496469605E0,2.109323405E0,1.234304517E1
5.794661333E0,-8.025737346E0,7.054227144E0,1.889730052E0,1.085106724E1
5.804612333E0,-6.119998788E0,6.604859265E0,1.807014170E0,9.183890857E0
5.814563333E0,-4.832916110E0,6.162462437E0,1.600706860E0,7.993452562E0
5.824514333E0,-3.820605791E0,5.970237561E0,1.235450009E0,7.194935849E0
5.834466333E0,-2.585041176E0,6.016123002E0,1.539265487E0,6.726478432E0
5.844417333E0,-1.524532258E0,6.526926405E0,2.750398096E0,7.244974575E0
5.854368333E0,2.167568690E-1,7.503844113E0,4.380503587E0,8.691574753E0
5.864319333E0,4.000936260E0,8.414866624E0,6.187796084E0,1.118509238E1
5.874270333E0,9.952556287E0,9.238360995E0,7.716048340E0,1.561851762E1
5.884221333E0,1.682729262E1,1.026794691E1,8.124433669E0,2.132123198E1
5.894172333E0,2.392091713E1,1.137049322E1,6.985639889E0,2.739155996E1
5.904123333E0,2.980268515E1,1.153000760E1,4.085913845E0,3.221545917E1
5.914074333E0,3.285350266E1,1.049120530E1,-2.158091449E-1,3.448861551E1
5.924026333E0,3.312398551E1,8.111691417E0,-4.991544639E0,3.446612063E1
5.933977333E0,3.087781270E1,4.655863590E0,-9.609923483E0,3.267211367E1
5.943928333E0,2.714397257E1,2.157944173E-1,-1.257076287E1,2.991430917E1
5.953879333E0,2.288688850E1,-4.134484327E0,-1.288548925E1,2.658833314E1
5.963830333E0,1.898595951E1,-7.838151067E0,-1.075551348E1,2.318586511E1
5.973781333E0,1.570012018E1,-1.121262190E1,-7.516923165E0,2.070557407E1
5.983732333E0,1.279097018E1,-1.422154412E1,-4.513851678E0,1.965289017E1
5.993683333E0,9.852656608E0,-1.665945648E1,-1.864146729E0,1.944446902E1
6.003635333E0,6.905002107E0,-1.832741217E1,5.043708819E-1,1.959151553E1
6.013586333E0,4.477848325E0,-1.923505674E1,2.476069542E0,1.990400598E1
6.023537333E0,2.738950417E0,-1.987217404E1,3.507358169E0,2.036434904E1
6.033488333E0,1.595103765E0,-2.064394336E1,3.010070604E0,2.092312783E1
6.043439333E0,4.164480543E-1,-2.152274946E1,1.117851977E0,2.155578267E1
6.053390333E0,-1.168986609E0,-2.225877358E1,-1.037731090E0,2.231359265E1
6.063341333E0,-3.268521337E0,-2.269140673E1,-2.810302820E0,2.309720704E1
6.073292333E0,-5.324978603E0,-2.263653412E1,-3.987847853E0,2.359387642E1
6.083245125E0,-6.690573599E0,-2.233024527E1,-4.489210342E0,2.373934789E1
6.093196125E0,-6.848193483E0,-2.201952423E1,-4.194786662E0,2.343828996E1
6.103147125E0,-5.958313335E0,-2.186096411E1,-3.126828976E0,2.287313509E1
6.113098125E0,-4.784774814E0,-2.161835845E1,-1.856037226E0,2.221918915E1
6.123049125E0,-3.890792551E0,-2.117917175E1,-7.185607501E-1,2.154557755E1
6.133000125E0,-3.161671072E0,-2.064571155E1,3.742592239E-1,2.088974963E1
6.142951125E0,-2.375448023E0,-1.987228864E1,1.335101767E0,2.005824284E1
6.152902125E0,-1.447827021E0,-1.898595366E1,1.939641885E0,1.913961468E1
6.162854125E0,-5.029874307E-1,-1.841833754E1,1.888594522E0,1.852174245E1
6.172805125E0,1.801185080E-1,-1.817319653E1,9.421583498E-1,1.819849382E1
6.182756125E0,3.791410643E-1,-1.789510880E1,-4.603069957E-1,1.790504257E1
6.192707125E0,5.131335193E-1,-1.804154063E1,-1.759275162E0,1.813437463E1
6.202658125E0,7.298857105E-1,-1.858977674E1,-2.463232272E0,1.876646065E1
6.212609125E0,1.416216096E0,-1.784292474E1,-1.941960890E0,1.800407853E1
6.222560125E0,4.994295754E0,-1.538849165E1,5.859151281E-2,1.617875454E1
6.232511125E0,1.296591303E1,-1.211919293E1,2.758433340E0,1.796103261E1
6.242463125E0,2.322066394E1,-7.924044326E0,5.666071250E0,2.518122467E1
6.252414125E0,3.134568818E1,-2.558900614E0,7.929533107E0,3.243420471E1
6.262365125E0,3.403988869E1,3.489319509E0,8.853239983E0,3.534500291E1
6.272316125E0,3.258933949E1,9.430139143E0,8.167318318E0,3.489552495E1
6.282267125E0,2.955950647E1,1.378449983E1,6.267471414E0,3.321231784E1
6.292218125E0,2.661386868E1,1.633923489E1,3.894362569E0,3.147117193E1
6.302169125E0,2.456294609E1,1.771612553E1,2.262171961E0,3.036966985E1
6.312120125E0,2.230332001E1,1.806727188E1,1.490212026E0,2.874169669E1
6.322071125E0,1.858327112E1,1.779077226E1,6.312244713E-1,2.573417936E1
6.332023125E0,1.376432927E1,1.710499326E1,-5.722634876E-1,2.196281039E1
6.341974125E0,9.269921926E0,1.606457012E1,-1.754965764E0,1.863013071E1
6.351925125E0,5.492390234E0,1.468712515E1,-2.431170527E0,1.586784755E1
6.361876125E0,2.074872195E0,1.332909645E1,-2.116075770E0,1.365458471E1
6.371827125E0,-7.613057238E-1,1.213066283E1,-1.054065871E0,1.220014844E1
6.381778125E0,-2.871842426E0,1.111420859E1,1.995163719E-1,1.148098072E1
6.391729125E0,-4.495366291E0,1.047045821E1,1.138210813E0,1.145139018E1
6.401680125E0,-5.682621210E0,1.014226920E1,1.640614691E0,1.174092947E1
6.411632125E0,-6.228545330E0,1.028073594E1,1.721406839E0,1.214296298E1
6.421583125E0,-6.109349254E0,1.066650600E1,1.400364295E0,1.237172254E1
6.431534125E0,-5.788697303E0,1.113246593E1,7.715517998E-1,1.257124124E1
6.441485125E0,-5.603453418E0,1.148340529E1,1.112251331E-1,1.277809291E1
6.451436125E0,-6.045901701E0,1.145974746E1,-5.437992418E-1,1.296820947E1
